generated_at_utc,seed,subset_name,subset_size,model_variant,component_index,component_name,mean_abs_shap,rank
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,0,pca_000,1.2295129,1
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,5,pca_005,0.2738153,2
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,147,pca_147,0.27046418,3
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,135,pca_135,0.16416232,4
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,139,pca_139,0.16248724,5
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,143,pca_143,0.16240048,6
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,132,pca_132,0.14496933,7
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,150,pca_150,0.12946653,8
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,163,pca_163,0.12574016,9
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,128,pca_128,0.11923341,10
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,130,pca_130,0.11707371,11
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,3,pca_003,0.11503408,12
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,6,pca_006,0.11325868,13
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,161,pca_161,0.10925861,14
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,133,pca_133,0.106663205,15
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,101,pca_101,0.10548569,16
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,122,pca_122,0.10142952,17
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,137,pca_137,0.100873314,18
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,184,pca_184,0.09460075,19
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,119,pca_119,0.09028063,20
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,138,pca_138,0.088684015,21
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,72,pca_072,0.08473891,22
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,97,pca_097,0.08314354,23
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,140,pca_140,0.08230597,24
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,15,pca_015,0.077972755,25
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,127,pca_127,0.07384338,26
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,152,pca_152,0.07374283,27
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,172,pca_172,0.07337667,28
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,169,pca_169,0.07210089,29
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,2,pca_002,0.069896296,30
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,196,pca_196,0.06964224,31
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,85,pca_085,0.06963595,32
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,8,pca_008,0.06329679,33
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,218,pca_218,0.062191386,34
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,153,pca_153,0.06155724,35
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,13,pca_013,0.058628775,36
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,10,pca_010,0.05856163,37
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,171,pca_171,0.056115814,38
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,126,pca_126,0.053783793,39
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,31,pca_031,0.053544786,40
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,158,pca_158,0.047562417,41
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,98,pca_098,0.046580352,42
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,41,pca_041,0.046449956,43
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,157,pca_157,0.043828867,44
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,67,pca_067,0.042963114,45
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,1,pca_001,0.041807923,46
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,22,pca_022,0.04064741,47
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,188,pca_188,0.038939975,48
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,141,pca_141,0.038329978,49
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,156,pca_156,0.037898526,50
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,164,pca_164,0.037244666,51
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,146,pca_146,0.03594897,52
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,69,pca_069,0.035366066,53
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,19,pca_019,0.03519015,54
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,125,pca_125,0.03426977,55
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,99,pca_099,0.034049347,56
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,82,pca_082,0.032827623,57
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,109,pca_109,0.031946786,58
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,102,pca_102,0.031330287,59
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,175,pca_175,0.030199314,60
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,178,pca_178,0.029360496,61
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,14,pca_014,0.029132811,62
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,113,pca_113,0.029082738,63
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,120,pca_120,0.029005589,64
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,323,pca_323,0.027632007,65
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,96,pca_096,0.026636373,66
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,51,pca_051,0.026050676,67
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,124,pca_124,0.024599386,68
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,54,pca_054,0.024391701,69
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,4,pca_004,0.024176657,70
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,25,pca_025,0.023639033,71
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,177,pca_177,0.023407673,72
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,257,pca_257,0.020693714,73
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,16,pca_016,0.020656154,74
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,165,pca_165,0.020478705,75
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,33,pca_033,0.019793505,76
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,229,pca_229,0.019296085,77
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,79,pca_079,0.019269057,78
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,35,pca_035,0.01826687,79
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,21,pca_021,0.017344303,80
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,330,pca_330,0.01689532,81
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,136,pca_136,0.016849512,82
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,108,pca_108,0.016717575,83
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,40,pca_040,0.01637238,84
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,104,pca_104,0.016367536,85
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,191,pca_191,0.015654499,86
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,292,pca_292,0.015465287,87
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,24,pca_024,0.01518246,88
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,39,pca_039,0.014392998,89
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,220,pca_220,0.014303139,90
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,86,pca_086,0.014079346,91
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,399,pca_399,0.013992714,92
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,148,pca_148,0.013622044,93
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,254,pca_254,0.013226665,94
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,61,pca_061,0.012873396,95
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,358,pca_358,0.012509135,96
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,123,pca_123,0.012442285,97
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,309,pca_309,0.012407925,98
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,168,pca_168,0.012309558,99
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,145,pca_145,0.01204277,100
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,9,pca_009,0.011937532,101
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,68,pca_068,0.011925549,102
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,62,pca_062,0.01184371,103
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,45,pca_045,0.011764062,104
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,207,pca_207,0.011729595,105
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,313,pca_313,0.011620066,106
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,166,pca_166,0.011582201,107
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,274,pca_274,0.01157695,108
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,214,pca_214,0.011452573,109
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,194,pca_194,0.0113383215,110
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,289,pca_289,0.011082395,111
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,71,pca_071,0.011040838,112
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,252,pca_252,0.010873637,113
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,43,pca_043,0.01067556,114
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,226,pca_226,0.010615477,115
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,276,pca_276,0.010579091,116
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,328,pca_328,0.010552861,117
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,76,pca_076,0.009929938,118
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,344,pca_344,0.009560036,119
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,198,pca_198,0.009381307,120
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,361,pca_361,0.009207472,121
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,50,pca_050,0.009195994,122
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,90,pca_090,0.008886025,123
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,87,pca_087,0.0086813085,124
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,240,pca_240,0.008625389,125
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,319,pca_319,0.008128275,126
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,111,pca_111,0.007938039,127
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,167,pca_167,0.0078090183,128
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,110,pca_110,0.007646406,129
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,58,pca_058,0.0075224377,130
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,308,pca_308,0.0074565616,131
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,34,pca_034,0.0073919026,132
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,131,pca_131,0.0073638475,133
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,29,pca_029,0.007361115,134
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,155,pca_155,0.0073020067,135
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,217,pca_217,0.007169161,136
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,112,pca_112,0.0071213865,137
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,47,pca_047,0.0071149785,138
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,270,pca_270,0.0070620608,139
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,114,pca_114,0.0069186906,140
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,180,pca_180,0.0067845457,141
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,397,pca_397,0.0066403663,142
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,38,pca_038,0.0065747756,143
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,182,pca_182,0.006452262,144
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,250,pca_250,0.006449094,145
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,170,pca_170,0.006310154,146
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,396,pca_396,0.0062543,147
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,77,pca_077,0.0061397217,148
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,7,pca_007,0.0059531634,149
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,66,pca_066,0.0057581635,150
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,190,pca_190,0.0057214526,151
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,283,pca_283,0.0057194848,152
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,70,pca_070,0.0057171495,153
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,44,pca_044,0.0056302063,154
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,275,pca_275,0.005544597,155
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,322,pca_322,0.005377042,156
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,107,pca_107,0.0052711763,157
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,129,pca_129,0.005250127,158
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,286,pca_286,0.005053223,159
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,73,pca_073,0.005045373,160
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,346,pca_346,0.0050368323,161
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,383,pca_383,0.00502175,162
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,46,pca_046,0.004994356,163
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,159,pca_159,0.0049636015,164
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,316,pca_316,0.004890682,165
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,300,pca_300,0.0047419923,166
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,200,pca_200,0.0047192555,167
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,149,pca_149,0.0046553193,168
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,60,pca_060,0.004654153,169
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,89,pca_089,0.004620395,170
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,95,pca_095,0.004486427,171
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,105,pca_105,0.0044475268,172
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,336,pca_336,0.0043838425,173
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,297,pca_297,0.004318925,174
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,179,pca_179,0.0043017226,175
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,56,pca_056,0.00429587,176
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,391,pca_391,0.0042947386,177
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,116,pca_116,0.0042721312,178
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,49,pca_049,0.004250583,179
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,185,pca_185,0.0041890973,180
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,193,pca_193,0.0041754,181
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,23,pca_023,0.0041104998,182
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,83,pca_083,0.0041017486,183
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,20,pca_020,0.0040488336,184
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,42,pca_042,0.004040258,185
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,381,pca_381,0.0039418703,186
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,208,pca_208,0.0039418545,187
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,352,pca_352,0.0038894967,188
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,17,pca_017,0.0038844114,189
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,303,pca_303,0.0038367915,190
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,311,pca_311,0.0037515035,191
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,151,pca_151,0.0037437011,192
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,219,pca_219,0.0036818965,193
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,268,pca_268,0.0036805465,194
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,360,pca_360,0.003675196,195
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,26,pca_026,0.0036522595,196
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,18,pca_018,0.0036417835,197
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,242,pca_242,0.003596086,198
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,341,pca_341,0.0035664667,199
2026-06-11T06:21:41.737453+00:00,42,test_stratified_shap,500,lightgbm,237,pca_237,0.0035505448,200
